NO,Gender,Bornyear,Race,Player,Sportyear,Bestpride,Income,PrantEdu,PersonalEdu,WantJob,SS01,SS02,SS03,SS04,SS05,SS06,SS07,SS08,SS09,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,CB01,CB02,CB03,CB04,CB05,CB06,CB07,CB08,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10
10459,male,82,3,0,10,2,3,6,4,1,1,5,3,3,5,5,5,5,5,5,5,5,5,4,5,5,1,5,4,4,3,3,2,3,5,4,5,5,5,5,5,5,5,1,3,4,2,4
10460,female,82,1,0,5,2,2,4,2,1,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,3,3,3
10461,male,82,1,0,5,2,2,3,2,0,3,5,5,5,4,4,4,3,5,5,4,4,4,5,4,4,5,5,5,5,3,3,5,5,4,5,5,5,4,5,4,4,4,5,5,5,5,5
10462,female,81,3,0,8,2,1,3,2,1,4,5,5,4,5,5,5,5,4,5,3,4,3,4,4,3,3,4,3,4,5,4,3,4,4,4,3,5,4,3,4,3,3,4,4,5,4,4
10463,male,82,1,0,9,1,2,2,2,1,2,5,5,4,3,5,2,5,5,3,5,5,4,4,5,2,5,5,3,4,3,4,3,4,5,5,5,5,4,4,4,3,4,4,3,5,4,4
10464,female,81,3,0,6,2,1,5,3,1,4,5,5,5,5,5,4,4,5,3,3,4,4,5,4,4,5,5,4,4,4,5,4,4,3,5,5,4,4,4,4,4,3,2,2,2,5,5
10465,male,82,2,0,6,1,1,3,2,0,1,2,4,1,5,4,5,5,5,5,4,4,5,5,5,3,4,4,5,5,3,4,4,1,5,5,5,5,4,2,4,4,3,4,4,3,2,4
10466,male,81,2,0,6,2,1,4,2,1,2,3,4,4,4,3,4,3,4,4,3,4,3,3,4,3,2,3,4,4,3,3,3,3,2,3,2,4,4,4,3,3,3,2,2,3,3,3
10467,female,81,1,0,6,2,2,3,3,1,4,4,3,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,2,5,5,5,4,4,4,3,4,5,4,3
10468,male,82,1,0,6,1,1,3,2,1,4,5,5,5,5,5,4,5,4,3,4,4,3,3,4,3,3,5,3,4,5,5,5,5,5,3,2,4,4,4,4,4,4,3,3,3,3,3
10469,male,81,1,0,10,1,1,3,2,1,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,5,3,4,4,4,3,4,4,3,4,5,4,5,4,4,4,4,4,3,4,3,3,4
10470,female,81,3,0,6,99,99,5,2,1,5,5,5,5,5,4,5,5,4,4,5,5,4,4,4,5,5,5,5,5,5,5,4,5,4,5,5,4,4,4,4,4,4,4,4,5,4,4
10471,male,82,1,0,3,2,2,5,2,1,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4
10472,male,82,1,0,5,2,2,3,2,0,3,3,5,3,3,4,5,1,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10473,female,82,3,0,6,2,1,2,2,0,2,4,5,1,4,4,3,2,4,4,3,3,3,4,4,2,2,5,3,4,3,4,4,2,3,4,3,4,5,2,2,3,4,5,5,5,5,5
10474,male,82,1,0,4,2,1,1,2,1,1,3,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3
10475,male,81,1,0,3,2,1,3,2,0,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,5,4,4,4,4,4,4,3,3,3,3
10476,male,82,1,0,5,2,2,2,2,0,2,3,4,3,4,4,4,4,3,4,4,3,4,4,5,1,3,3,3,3,4,3,3,4,3,4,5,4,4,3,3,3,3,4,3,3,3,4
10477,male,81,1,0,5,99,1,3,3,0,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,3,3,3,3,3,4,3,4
10478,male,82,1,0,9,3,2,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10479,female,82,2,0,8,2,2,4,4,0,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,4,3,3,3,3,5,5,3,5,5,5,3,5,5,3,5,5,5,4,4,5,4,4
10480,male,81,3,0,7,1,2,3,2,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4
10481,female,82,1,1,3,1,1,3,1,0,3,5,5,3,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10482,male,81,1,0,6,2,2,4,3,0,3,5,5,4,5,5,5,5,4,3,4,5,5,5,5,5,4,4,3,3,2,2,3,3,3,5,5,5,4,4,4,4,4,4,3,3,3,3
10483,male,82,1,0,6,2,2,3,4,0,1,5,5,2,4,4,4,4,5,5,5,5,2,3,4,5,4,3,3,4,4,4,4,4,4,4,4,4,5,5,4,3,4,5,5,4,4,4
10484,male,82,1,0,3,2,2,3,2,0,1,3,3,1,4,4,3,3,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,3,4,4,4
10485,male,81,1,0,7,1,2,3,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10486,male,82,,0,5,2,1,5,2,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,3,3,2,3,4,4,3,4,4,4,4,4,3,2,2,2,2,3
10487,male,82,1,0,6,3,1,99,4,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,3,5,3,5,5,5,5,5,5,3,4,5,3,5
10488,male,81,1,0,9,2,2,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,4
10489,male,82,1,0,6,2,2,2,4,0,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,3,5,3,3,4,4,4,4,3,3,3,4
10490,male,81,1,0,4,1,1,4,3,1,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,4,5,4,3,4,4,5,4,4,5,3,3,4,3,3,4,4,4
10491,male,82,1,0,6,1,1,3,1,0,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10492,male,81,1,0,6,2,2,3,4,1,2,3,4,3,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,3,3,3,2,3,3,4,3
10493,male,82,1,0,5,1,1,3,2,1,3,4,4,3,5,5,5,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,3,3,5,3,4,4,4,4,4,4,3,3,3,3,4
10494,male,81,1,0,4,1,2,3,2,1,3,4,4,3,4,4,4,5,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,5,3,3,2,3,4,4,4,3,3,3
10495,male,82,1,0,5,1,1,3,2,1,1,3,4,3,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10496,male,81,1,0,9,2,1,3,2,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,3,2,3,3,3,3,3,4,3,4,4,3,3,3,2,2,2,2
10497,male,81,1,0,3,3,3,4,2,1,2,4,3,4,5,3,3,4,5,3,1,3,4,4,4,1,1,4,3,3,2,1,2,5,3,5,5,5,4,3,4,4,5,5,4,4,3,4
10498,male,81,1,0,6,2,2,1,2,1,3,3,3,3,4,4,4,4,5,4,4,5,4,4,4,4,5,5,5,5,4,4,5,4,5,4,4,5,4,4,3,5,4,5,4,4,4,3
10499,male,82,1,0,5,2,2,4,4,0,1,4,4,3,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,3
10500,male,81,1,0,10,1,3,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4
10501,male,82,1,0,12,2,1,3,4,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4
10502,male,82,1,0,3,1,2,3,2,0,2,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3
10503,male,82,1,0,,2,1,3,2,1,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10504,female,82,1,0,6,2,2,2,2,1,3,3,4,3,3,3,3,3,4,3,2,4,3,4,4,4,3,4,3,3,4,3,2,3,4,4,4,4,4,3,3,3,4,3,2,3,2,2
10505,female,82,1,0,4,2,3,2,2,0,3,3,3,3,4,4,4,4,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,5,4,4,4,4,4,4,4,4
10506,female,82,1,0,7,1,99,3,2,0,2,3,2,2,4,4,4,4,5,5,5,5,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,2,3
10507,female,82,1,0,6,2,1,3,2,1,4,3,4,4,4,3,4,4,5,4,3,5,4,5,5,5,4,5,4,5,4,3,3,4,3,4,2,4,5,4,5,5,5,4,4,4,4,4
10508,female,82,,0,7,1,1,4,2,0,1,4,3,2,1,1,1,1,3,2,1,1,3,3,3,3,3,4,2,2,2,1,1,2,2,2,2,5,3,5,4,4,4,2,2,1,1,2
10509,female,82,1,0,5,1,1,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,2,5,5,4,5,5,5,4,4,4,4,4
10510,male,81,1,0,3,3,2,5,4,1,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,5,5,4,4,3,4,4,4,3,3,4,3,4
10511,male,82,1,0,4,2,2,3,2,0,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,3
10512,male,82,1,0,3,2,3,6,4,0,4,4,4,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10513,male,81,1,1,6,1,2,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10514,male,82,1,0,5,2,2,3,2,0,3,4,4,4,4,4,4,4,5,5,5,5,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,5,3,3,4,4,4,3,3,3,4,4
10515,male,81,1,0,6,1,2,3,3,1,1,4,3,3,4,4,3,4,4,4,4,4,2,3,3,3,3,2,3,3,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4
10516,male,81,1,0,7,2,1,2,3,1,3,4,4,4,4,4,4,3,5,5,5,5,4,5,4,3,4,4,4,4,4,4,4,4,5,5,5,4,4,5,5,4,5,4,4,4,4,5
10517,male,81,1,0,6,2,1,2,2,1,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10518,male,82,1,0,5,2,1,3,2,1,2,4,3,2,4,4,4,4,4,4,4,4,2,4,3,4,3,3,4,4,3,3,4,4,3,4,4,4,3,4,3,3,3,3,3,3,3,3
10519,male,82,1,0,3,1,1,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4
10520,male,81,1,0,8,1,1,3,2,1,3,3,4,4,4,3,4,4,5,4,3,5,4,5,4,3,3,4,4,3,4,4,4,5,5,5,3,5,5,3,5,5,4,5,5,4,4,4
10521,male,82,3,0,9,1,1,2,3,1,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10522,male,82,1,0,8,2,1,4,2,1,3,3,3,3,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,3,2
10523,male,82,1,0,6,2,1,3,2,1,1,3,3,2,5,5,5,5,5,3,3,3,3,4,4,3,4,5,5,5,3,2,3,3,4,5,3,5,4,5,4,3,3,3,2,2,2,2
10524,female,82,1,1,3,1,2,3,2,0,3,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,4,4,4,3,4,4,5,5,4,4,4,4,4,3,3,3,4,4
10525,male,82,1,0,8,1,1,3,3,1,3,4,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,4,5,4,5,5,5,4,4,4,4,4,4,4,4
10526,male,82,1,1,7,1,2,3,2,1,3,4,4,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
10527,female,81,1,1,5,1,1,4,2,0,3,5,5,4,5,5,5,5,5,4,5,5,4,5,5,5,2,5,2,3,3,3,2,3,2,5,5,5,5,5,5,5,4,3,2,2,2,2
10528,female,82,1,0,7,1,2,4,4,1,1,2,2,4,4,3,4,4,5,5,3,4,4,4,4,2,4,4,2,3,4,5,3,2,5,5,4,5,5,4,4,4,4,3,3,4,3,3
10529,female,81,1,1,9,1,1,3,99,1,3,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,5,4,4,3,4,4,5,4,4,4,4,4,5,5,4,3,4,3,4
10530,female,82,1,1,6,1,1,3,2,1,1,5,4,4,5,5,5,4,5,5,5,5,3,4,4,4,3,4,3,4,3,3,3,4,3,4,4,5,5,5,5,4,4,4,4,3,3,3
10531,female,82,1,1,5,1,3,3,3,1,4,4,4,4,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4
10532,male,82,1,0,8,1,1,3,2,1,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,5,5,5,5,4,3,3,3,4,4,4,4,4,4,4,4,3,2,4,3,3,3
10533,male,82,1,1,8,1,1,3,2,0,3,4,4,3,5,4,4,4,4,3,4,4,4,5,5,4,3,5,4,4,3,3,3,5,5,5,4,5,4,4,4,3,4,4,3,3,5,3
10534,female,82,1,0,7,2,1,3,2,1,2,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,2,4
10535,male,81,1,0,6,1,1,3,2,1,3,5,4,5,4,4,4,5,3,4,4,3,4,4,5,4,5,5,5,5,4,5,5,4,5,4,3,4,4,3,5,4,5,5,4,5,4,4
10536,male,82,1,0,6,1,3,3,2,1,4,4,4,4,4,4,4,3,5,5,4,5,4,4,5,5,3,4,1,1,3,3,4,3,3,5,3,5,3,4,3,4,4,3,2,3,3,3
10537,male,82,3,0,7,2,2,4,3,0,3,3,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,4,3,3,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3
10538,male,82,1,0,5,3,3,3,2,0,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,5,4,4,4,4,4,3,3,3,3,3
10539,female,81,1,0,8,1,1,2,3,0,3,4,4,3,3,3,3,3,4,4,3,4,3,5,5,5,5,3,5,5,4,4,5,4,3,5,3,5,5,4,4,4,4,4,4,4,4,4
10540,male,81,1,0,7,2,3,3,2,0,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10541,female,82,3,0,6,1,1,3,2,0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,4,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3
10542,male,81,3,1,6,1,1,3,3,1,2,3,4,4,5,5,5,5,5,5,5,5,3,4,4,4,4,4,3,4,4,4,4,3,4,5,5,5,5,5,4,3,3,4,3,5,4,4
10543,male,82,1,0,8,1,1,4,2,1,4,3,4,3,5,3,4,1,4,2,3,4,5,4,5,1,4,5,1,1,4,4,4,4,4,5,5,5,4,1,4,5,5,4,5,2,4,5
10544,male,81,3,1,5,1,2,3,3,0,3,5,3,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,5,4,4,4,5,5,5,5,5,5,5,4,5,4
10545,male,82,3,0,6,1,1,3,2,0,1,1,3,3,3,3,4,3,5,5,5,5,3,5,4,3,3,5,3,3,4,3,5,3,3,5,1,5,5,5,5,4,5,3,3,3,1,1
10546,male,82,3,0,4,1,1,3,2,1,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
10547,male,82,2,1,8,1,2,5,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4
10548,male,82,1,0,8,1,1,3,4,0,1,5,5,4,5,5,3,4,4,3,3,3,4,5,5,2,3,4,3,3,4,5,5,5,4,5,5,5,5,5,5,2,5,4,2,4,4,4
10549,male,82,2,0,5,3,1,2,1,0,3,4,4,3,2,2,2,2,4,4,4,4,3,3,3,3,4,3,3,3,4,4,4,3,3,4,4,4,4,3,4,4,3,4,4,4,4,3
10550,male,82,1,0,7,1,1,2,2,1,4,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,3,3,3,3,3,2,3,4,5,5,3,5,4,5,4,4,5,3,3,3,3,3
10551,male,82,1,0,6,2,2,3,2,1,4,4,4,4,4,4,4,4,5,5,4,4,3,3,4,4,5,5,4,4,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,5
10552,male,81,3,0,8,2,1,2,2,1,3,5,5,4,5,4,5,5,4,4,4,4,3,3,5,4,3,4,4,4,3,3,3,4,4,5,3,4,4,4,4,4,4,3,3,4,3,3
10553,male,82,1,1,3,1,1,3,2,1,4,5,5,4,4,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,1,5,4,4,5,5,5,5,4,5,4,4
10554,female,81,3,1,3,1,1,2,2,99,3,3,4,3,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,4,3,3,4,3,3,3,4,3,4,4,3,3,4,3,3,3,4
10555,female,82,1,0,8,3,2,2,2,0,3,4,5,4,5,5,5,5,5,5,4,3,4,3,3,3,3,4,4,4,3,3,3,2,2,4,4,5,3,4,3,4,4,3,3,2,2,2
10556,male,82,3,1,10,1,2,4,4,1,3,4,5,4,4,3,4,4,5,4,4,5,3,4,4,4,4,4,3,4,5,5,5,4,4,5,5,5,5,4,4,4,4,4,5,5,4,5
10557,female,82,1,0,9,2,2,2,2,0,3,4,4,3,5,5,5,4,3,4,5,4,5,4,5,4,4,4,5,5,3,4,5,4,4,4,3,5,4,5,3,3,3,4,4,4,3,3
10558,male,81,1,0,6,2,1,4,2,1,2,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,2,2,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,2,2,3,3,3
10559,male,82,1,0,8,3,1,2,99,1,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,2,2,2
10560,male,82,1,0,6,2,1,99,2,0,3,4,2,4,5,4,4,5,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,5,4,3,4,4,3,3,3,4,3,4
10561,male,81,1,1,5,1,1,3,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,2,4,3,5,5,5,4,5,4,5,4,5,5,4,4,4,4,5,4,4,4,5
10562,male,82,1,0,5,2,2,3,2,0,3,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,3,3,4,3,3
10563,male,82,1,0,3,2,1,3,2,0,3,4,4,4,4,4,4,4,5,4,5,4,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4
10564,male,81,1,0,5,2,1,3,2,0,2,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3
10565,male,82,1,0,8,1,1,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10566,female,82,1,0,11,2,1,5,2,1,2,4,5,4,4,5,4,4,4,5,5,4,4,4,4,3,3,4,3,5,4,4,5,5,4,4,5,5,4,4,5,5,5,4,4,4,4,4
10567,male,82,1,0,3,2,2,4,2,1,2,4,3,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10568,female,82,1,0,9,3,1,3,2,1,4,4,4,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10569,male,82,1,0,3,2,99,4,2,1,4,5,5,3,5,4,4,5,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,4
10570,female,82,1,0,7,2,2,2,2,0,5,5,2,3,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,5,3,5,4,5,4,4,4,4,4,4,4,4
10571,male,81,1,0,7,2,1,2,2,1,4,5,4,3,5,5,5,5,5,5,5,5,4,4,3,4,5,5,5,5,3,4,3,3,5,5,5,5,4,4,3,3,3,3,3,4,4,3
10572,female,82,1,0,5,2,1,3,2,0,3,3,1,1,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,2,3,2,1,4,5,3,4,3,4,4,4,4,3,2,2,2,2
10573,female,82,1,0,6,2,1,3,2,0,1,4,5,5,5,5,5,5,4,3,3,3,4,4,4,4,1,3,2,2,1,1,2,2,4,5,1,4,4,4,5,4,4,1,1,1,1,3
10574,male,81,1,0,6,2,1,2,2,0,1,2,3,3,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,3,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3
10575,male,82,1,0,6,2,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3
10576,male,82,1,0,6,2,1,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,5,5,5,5,5,4,2,4,5,4,5,5,5,4,4,5,5,5
10577,male,82,1,0,8,2,1,3,2,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4
10578,male,81,1,0,6,2,2,3,2,1,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,3,3,3,4,4,4,4,4,4,3,3,3,3,2,2,3,3
10579,male,82,2,0,10,2,3,2,2,1,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10580,male,82,1,0,6,2,1,3,2,1,3,4,5,3,4,4,4,4,5,5,4,4,5,5,5,4,5,5,5,4,4,4,4,4,5,5,4,5,4,5,4,5,4,4,5,4,5,5
10581,male,81,3,0,6,2,1,3,2,1,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,4,3,4,4,3,4,3,4,3,3,3,4,3,3,3,3,3,3
10582,male,81,1,0,3,2,3,6,4,1,4,4,3,4,5,5,5,5,4,3,5,4,4,3,4,3,3,2,3,3,5,4,4,5,4,4,5,4,4,3,5,5,5,5,5,4,5,5
10583,male,81,1,0,5,2,1,2,2,0,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3
10584,male,82,2,1,8,3,1,3,3,1,2,2,2,4,3,3,3,3,1,1,1,1,3,4,4,4,4,4,4,4,2,2,4,3,2,5,5,5,5,5,2,2,5,2,2,2,2,2
10585,male,82,1,0,6,2,3,3,2,0,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,2,5,3,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5
10586,male,81,2,0,6,1,2,2,3,1,4,5,5,4,4,4,4,4,5,5,5,5,3,4,4,4,5,4,4,4,3,3,2,4,5,3,4,4,4,4,4,3,3,2,4,3,2,4
10587,male,81,1,0,6,2,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10588,male,80,1,0,5,2,2,4,4,1,3,5,5,5,5,5,5,4,5,5,5,5,3,3,4,4,3,3,3,3,2,3,3,5,4,5,5,4,3,3,2,3,3,3,3,2,3,2
10589,male,82,1,0,8,2,2,2,2,0,2,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,4,4,3,4,4,4,3,3,3,4,3,3,4,3
10590,male,82,1,0,7,2,1,3,2,0,4,4,4,3,5,5,5,5,4,4,3,3,3,4,4,4,4,4,3,4,2,3,3,4,4,4,3,5,4,3,2,3,3,2,3,2,3,4
10591,male,82,1,0,10,2,1,2,2,0,4,4,3,3,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10592,male,82,1,0,8,2,1,2,2,0,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10593,male,81,2,0,9,2,1,3,2,0,4,4,4,4,3,4,4,4,4,4,4,4,3,4,5,5,4,5,5,5,3,3,4,3,5,4,3,4,4,4,4,4,4,3,4,4,4,4
10594,male,82,2,0,6,2,1,3,2,1,1,3,3,3,5,5,5,5,5,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,5,4,4,4,4,4,3,3,4,3,4
10595,male,81,2,0,5,2,2,3,2,1,2,2,2,3,5,5,4,4,3,3,3,3,3,2,3,3,1,2,4,4,3,3,2,3,3,4,4,5,4,3,2,3,4,2,3,4,3,3
10596,male,82,1,0,7,2,2,5,2,1,3,3,3,4,5,4,4,5,4,4,3,5,4,3,5,4,5,4,4,4,3,3,3,2,4,4,3,3,4,3,5,4,4,2,2,2,3,3
10597,male,82,1,0,6,2,1,3,2,0,3,4,3,2,5,5,5,5,5,3,4,4,4,5,5,5,3,4,4,4,5,5,4,3,5,5,5,5,4,3,4,4,3,3,5,5,3,5
