NO,Gender,Bornyear,Race,Player,Sportyear,Bestpride,Income,PrantEdu,PersonalEdu,WantJob,SS01,SS02,SS03,SS04,SS05,SS06,SS07,SS08,SS09,SS10,SS11,SS12,SS13,SS14,SS15,SS16,SS17,SS18,SS19,SS20,CB01,CB02,CB03,CB04,CB05,CB06,CB07,CB08,CD01,CD02,CD03,CD04,CD05,CD06,CD07,CD08,CD09,CD10
20145,male,77,2,0,10,2,1,4,3,1,2,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,3,1,1,1,1,5,5,5,5,5,4,4,4,1,1,1,1,1,3
20146,male,77,1,0,10,2,2,3,2,1,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20147,male,78,1,0,4,3,3,5,3,1,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4
20148,male,77,2,0,0,3,2,5,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20149,male,78,1,0,10,3,1,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20150,male,78,1,0,4,3,3,5,4,1,5,4,4,3,4,4,3,3,3,4,5,4,4,4,3,2,2,3,4,4,4,3,4,4,3,4,5,4,4,4,4,3,4,5,4,3,3,5
20151,female,78,1,0,7,3,2,5,2,1,1,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4
20152,male,77,1,0,4,2,2,4,2,1,3,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4
20153,female,78,1,0,3,3,3,4,2,1,5,5,5,5,3,3,3,3,5,5,5,5,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,3
20154,female,77,1,0,10,2,2,99,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20155,female,76,1,0,9,2,1,4,2,1,1,3,3,1,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4
20156,female,78,,0,4,3,99,5,99,1,5,5,5,5,4,4,4,5,4,5,5,5,3,5,4,3,2,4,3,3,3,4,4,3,4,4,3,4,4,3,3,4,4,3,3,3,3,4
20157,male,77,2,0,3,1,2,3,4,1,1,4,4,3,5,5,5,5,4,4,4,4,3,3,4,4,2,2,4,4,2,2,2,2,4,4,1,5,5,5,3,3,3,2,1,2,5,2
20158,female,78,1,0,0,3,1,3,2,1,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,5
20159,female,77,,0,0,3,1,3,3,1,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,3,3,3,4,4,4,3,4,3,4,3,4,3,4
20160,male,77,1,0,6,2,2,2,2,0,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,4,4,4,4,4,3,3,2,3,4,4,3,4,4,3,4,3,3,3,3,4,3,3
20161,male,78,1,0,10,3,1,5,2,1,2,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,3,4,4,3,4,3,4,3,4
20162,male,78,1,0,8,3,1,5,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20163,male,77,1,0,4,2,3,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,3,3,4,4,3,4,4,4
20164,female,77,1,0,10,2,1,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20165,female,77,1,0,7,1,1,1,4,1,1,4,4,1,3,4,3,2,5,5,5,5,3,3,5,5,3,4,2,2,5,5,5,3,4,4,4,4,4,4,3,3,4,4,3,4,4,4
20166,female,78,1,0,12,2,1,2,2,1,4,4,4,2,4,4,4,4,5,5,5,5,2,3,2,4,1,3,3,3,4,4,4,4,4,3,3,3,2,2,3,2,3,4,4,4,2,4
20167,male,78,1,0,20,3,2,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
20168,male,77,1,0,5,3,1,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20169,male,77,1,1,15,2,1,2,2,1,4,4,3,4,4,3,4,4,5,5,4,3,3,4,4,4,3,4,5,5,4,4,4,5,4,5,4,5,4,3,4,3,4,3,4,4,4,4
20170,female,76,1,0,9,2,2,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
20171,female,79,,0,5,1,1,4,2,1,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20172,male,78,1,0,6,2,2,3,2,1,4,4,3,3,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,3,4,4,4,3,5,5,5,5,4,4,3,3,4,4,4,4,4,3
20173,male,77,1,0,10,2,2,2,2,0,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20174,male,77,1,0,13,2,2,2,2,1,3,5,5,5,5,5,5,4,5,5,5,5,3,4,5,5,2,3,3,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4
20175,female,78,1,0,13,1,2,1,3,1,3,4,4,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20176,male,76,3,1,10,1,1,1,4,1,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4
20177,male,77,3,1,13,1,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
20178,female,77,3,0,6,2,1,3,2,1,2,3,2,3,4,4,4,4,4,4,4,5,3,2,4,4,3,3,4,3,3,2,3,3,4,4,4,4,4,4,5,4,4,4,3,3,3,3
20179,male,76,1,0,6,2,3,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20180,male,78,1,0,9,3,2,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4
20181,male,77,1,0,9,2,1,3,2,1,3,4,4,3,3,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20182,male,77,1,0,9,1,1,3,2,1,3,3,4,3,5,4,4,5,5,5,5,4,4,4,5,4,2,3,2,4,3,3,4,5,4,5,5,5,4,4,4,4,4,4,5,3,3,4
20183,male,78,1,1,13,1,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20184,male,78,1,1,10,1,1,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,4,4,4
20185,male,77,1,1,6,1,2,3,2,1,2,3,3,3,4,4,4,4,4,4,4,4,2,2,3,2,3,4,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20186,male,77,1,1,10,1,1,1,2,0,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20187,male,78,1,0,7,2,2,3,2,1,5,5,5,4,5,5,5,5,4,4,4,4,3,3,3,3,4,4,5,5,4,5,5,5,5,5,5,5,3,3,3,3,4,4,4,4,5,5
20188,male,77,1,1,12,1,2,2,3,0,1,4,4,3,4,4,4,4,4,4,4,4,3,2,3,2,2,3,2,2,2,2,2,3,2,3,3,4,4,4,4,3,3,3,3,3,3,3
20189,female,77,1,0,11,2,2,1,2,1,1,4,4,3,4,4,4,4,4,4,4,4,3,2,4,2,2,4,2,2,2,2,2,3,2,4,3,4,4,4,4,3,3,3,3,3,3,3
20190,male,78,1,0,10,2,1,3,2,1,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4
20191,male,77,2,0,10,1,2,3,2,1,1,3,4,4,4,5,5,4,5,4,3,5,4,4,5,2,4,4,4,4,4,3,3,4,4,5,3,5,3,4,3,4,4,4,3,3,3,4
20192,female,78,1,1,10,1,1,2,4,1,2,2,2,2,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3
20193,female,78,1,0,15,3,1,3,3,1,2,3,3,4,5,5,5,4,5,4,3,4,4,4,5,4,4,3,2,4,3,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,3,4
20194,male,77,1,0,12,3,1,2,2,1,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3
20195,male,77,2,0,9,2,2,2,2,1,4,5,4,4,5,4,5,3,4,4,4,4,4,3,5,5,4,4,4,4,3,4,3,3,3,5,5,5,4,4,4,4,4,4,3,4,4,4
20196,female,78,3,1,12,1,1,2,3,1,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
20197,female,78,1,0,10,2,2,2,2,0,2,3,3,3,2,2,2,1,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4
20198,male,77,1,0,7,2,2,2,3,1,4,4,4,4,5,5,5,4,4,5,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4
20199,male,78,1,0,9,1,1,3,2,0,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20200,female,78,1,0,10,2,1,2,2,0,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20201,female,77,1,1,12,1,1,1,2,1,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20202,female,78,1,1,9,1,1,4,3,0,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4
20203,female,78,1,0,11,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4
20204,female,78,3,0,13,1,1,3,2,1,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,2,2,2,2,4,4,3,4,2,3,2,4,3,3,2,2,2,2
20205,male,78,1,0,10,3,2,2,2,0,3,3,3,4,2,2,2,2,3,4,3,3,3,2,2,3,2,2,3,3,2,2,2,3,3,3,4,4,4,4,2,3,3,2,2,2,2,2
20206,female,78,3,1,8,1,1,1,3,1,1,5,5,3,5,5,5,5,4,4,4,5,4,3,4,3,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20207,female,77,1,0,12,2,1,2,2,1,2,2,3,1,5,3,4,2,5,5,5,5,4,4,4,4,2,2,4,5,3,3,3,4,4,4,4,5,5,5,3,5,4,4,5,5,5,4
20208,male,78,1,1,10,1,3,5,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20209,male,77,1,1,12,1,1,4,4,1,4,5,4,5,4,4,4,4,5,5,5,4,2,2,4,5,4,4,2,2,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
20210,male,78,3,1,10,2,2,3,2,1,4,4,4,5,5,4,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5
20211,female,76,1,1,16,1,2,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,5,2,5,4,4,2,4,4,4,2,4,4,4
20212,male,78,2,0,13,2,3,4,2,1,1,5,5,5,3,2,2,2,5,5,5,5,5,5,5,5,3,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4
20213,male,77,1,0,10,3,1,3,2,0,4,4,4,4,3,3,4,4,3,4,4,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20214,male,78,3,0,8,2,2,1,2,1,3,5,5,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,3,3,3,3,3,3,3,3
20215,male,78,1,1,7,2,1,2,2,0,3,3,3,3,4,4,4,4,5,5,5,5,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20216,female,78,3,0,9,2,1,3,3,0,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,4,3,4,4,3,4,4,4,4,4
20217,female,77,1,1,9,1,1,4,3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
20218,male,78,3,1,8,1,1,2,2,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20219,male,76,2,0,9,2,1,3,2,1,4,4,4,3,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20220,female,78,1,1,7,1,1,3,2,0,2,3,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,3,3,3,2,3,2,4,4,2,3,4,4,4,2,4,2,2,2,3,2
20221,female,78,1,0,10,2,1,4,3,1,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,3,2,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
20222,male,78,1,0,7,2,3,5,4,1,4,5,5,4,4,3,4,4,4,4,4,4,3,4,4,4,4,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3
20223,male,78,1,1,9,3,1,2,2,1,2,5,2,5,5,5,5,5,5,5,5,5,2,5,3,1,1,5,1,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
20224,female,77,1,0,8,3,1,3,2,0,4,4,2,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
20225,female,77,1,0,8,1,1,1,2,0,2,4,4,5,4,4,4,3,4,4,4,5,4,4,3,4,3,4,3,3,4,3,4,4,4,4,3,3,3,4,3,3,3,4,3,4,4,3
20226,male,78,1,1,14,1,2,3,2,1,4,4,5,3,4,5,5,5,4,4,4,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,3,3,4,4,3,4,5,4,4,4,4,4
20227,male,78,1,0,11,2,1,3,3,1,1,5,5,5,5,3,4,5,5,5,5,5,5,4,4,5,5,2,2,3,2,2,2,3,5,5,5,5,3,4,4,4,3,3,3,4,3,4
20228,male,77,1,0,10,2,2,3,2,1,2,4,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20229,male,77,3,1,8,1,3,4,2,0,4,5,5,5,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,3,4,4,3,4,3,4,3,5,3,3
20230,female,77,1,1,11,2,2,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,3,3,4,4,4,4,4,3,2,3,2,2
20231,female,77,1,1,8,1,2,2,2,0,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3,4,3,3,3,3,3,3,3,4,3,3
20232,female,77,1,0,11,1,3,3,2,0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
20233,female,77,1,1,12,1,1,3,3,1,4,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5
20234,male,78,1,0,11,1,2,3,3,1,3,4,5,3,5,5,5,5,5,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,3,4,4
20235,male,78,1,0,13,1,2,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,1,4,1,1,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5
20236,male,77,1,1,13,1,1,2,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20237,male,77,1,0,13,2,1,3,2,1,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,4,3,3,2,3,3,3,3,4,2,5,2,4,3,3,3,3,2,2,2,2
20238,male,78,2,0,9,2,2,4,2,1,4,4,4,4,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,2,1,2,3,4,4,4,4,3,3,3,3,4,3,3,3,3
20239,female,78,1,0,13,2,2,3,2,1,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,3,5,3,3,5,4,4,4,5,5,3,5,4,3,3,3,3,4,5,5,4,4
20240,male,78,2,0,10,1,3,3,2,1,3,4,5,5,4,4,4,2,4,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,5,5,4,5,4,4,4,3,3,4,3,3,4,4
20241,male,78,1,0,5,2,1,4,2,0,3,4,4,3,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,4,3,4,4,3
20242,male,78,1,1,3,1,3,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4
20243,female,78,2,0,8,1,1,3,3,0,1,3,3,3,2,3,3,4,4,3,3,4,2,2,2,2,2,1,1,1,3,4,4,3,4,4,4,4,5,4,3,3,4,3,4,4,3,3
20244,male,78,1,0,6,2,1,3,2,0,3,5,5,3,3,3,5,3,5,5,5,5,3,5,5,5,5,5,3,3,5,5,5,3,5,5,4,4,4,4,5,5,5,4,5,4,3,5
20245,male,78,3,1,9,1,1,4,3,1,2,4,4,3,4,4,4,3,3,3,3,4,3,3,3,3,2,2,1,1,3,4,2,3,4,5,4,5,4,4,4,4,4,3,4,4,4,5
20246,male,77,1,1,12,2,1,5,2,1,4,5,5,4,5,5,5,4,5,4,4,3,4,3,4,5,4,3,4,5,5,5,4,5,4,5,3,5,4,4,5,5,4,5,4,4,3,3
20247,male,78,2,1,9,2,2,5,2,1,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,2,4,2,2,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,4,4,4
20248,female,78,1,1,9,1,2,1,3,1,4,4,4,3,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
20249,male,77,1,0,6,2,1,4,4,1,4,4,4,5,4,4,5,4,5,4,5,4,5,5,4,4,5,5,5,4,5,4,5,4,4,5,5,5,5,4,5,4,5,5,5,5,5,4
20250,female,78,1,1,14,1,2,3,3,1,3,4,5,4,3,3,3,3,4,5,4,4,3,4,4,2,2,4,2,3,3,2,3,3,3,4,3,5,4,4,3,2,4,3,2,2,3,3
20251,female,78,2,1,13,2,2,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3
20252,male,77,1,1,7,1,2,3,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,4,5,4,4,4,4,4,4,5,4,4,4
20253,female,75,1,1,10,1,2,4,3,1,4,4,4,4,5,5,5,5,3,3,4,4,3,4,4,4,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20254,male,78,3,0,8,2,1,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,3,3,3,3,4,4,3,4,4,4,3,3,3,3
20255,male,77,1,1,10,1,1,3,2,1,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5
20256,female,77,1,1,7,1,1,4,3,1,4,4,4,5,4,4,4,4,5,5,5,5,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3
20257,male,77,1,0,10,2,1,3,3,1,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,3,4,4,3,4,4,4,3,3,4,4,3,4,4,3,4,4,4,4
20258,male,77,1,0,9,2,2,2,2,1,3,5,5,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,4,3,3,4,4,3,4,3,3,4,3,4,4,4,4,3
20259,female,77,1,1,8,1,2,5,2,0,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,3,4,4,4,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,4,5,4
20260,male,77,1,1,8,3,1,3,2,0,4,4,4,4,4,4,4,1,4,4,4,4,4,4,3,4,3,3,4,4,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5
20261,male,78,1,0,8,2,2,3,3,1,3,3,4,4,4,4,4,4,4,3,3,4,4,3,5,4,3,3,4,5,4,3,3,2,4,4,4,4,4,4,3,4,4,4,4,4,3,4
20262,male,77,1,0,8,2,2,3,2,1,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3
20263,male,78,1,0,10,3,2,3,2,1,2,3,3,3,2,2,2,2,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3
20264,male,78,3,1,8,1,3,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20265,female,77,1,0,3,2,1,2,3,0,4,5,5,4,3,3,3,3,4,4,5,4,3,4,4,4,4,4,3,4,3,3,3,3,3,4,3,4,4,4,5,5,5,3,3,3,3,3
20266,male,77,1,0,5,1,1,5,2,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3
20267,male,77,1,0,10,3,2,3,2,0,1,2,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,3,4,4,3,3,3
20268,female,78,1,0,15,3,1,2,2,1,4,5,5,4,5,5,5,5,4,3,4,5,5,5,5,3,2,4,5,5,4,4,3,4,4,4,3,4,4,5,4,4,5,5,3,4,3,4
20269,female,77,1,0,4,2,3,3,2,0,3,3,3,4,3,4,2,4,2,4,4,4,4,4,3,3,3,3,4,4,4,4,4,5,5,3,5,4,4,4,3,4,3,4,4,3,4,5
20270,male,77,1,0,10,2,1,4,3,1,4,4,4,4,3,3,3,3,4,4,5,5,3,3,5,5,3,3,3,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,4,4
20271,male,78,1,0,0,3,1,2,2,1,5,5,5,5,3,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,4,4,3,4,4,3,3,5,5,4,4
20272,male,78,1,0,6,2,2,4,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,4,4,4,4
20273,male,78,1,0,10,2,1,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,4,2,3,3,3,4,3
20274,male,77,1,0,10,2,3,5,2,1,5,5,5,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20275,male,78,1,0,0,3,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20276,female,74,1,0,10,3,3,4,4,1,2,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20277,male,78,2,0,9,3,1,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20278,male,78,1,0,0,3,3,6,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20279,female,78,2,0,10,2,99,3,3,1,4,5,4,3,4,4,4,4,4,4,4,4,4,3,4,3,2,2,3,3,3,3,4,3,3,4,4,5,3,4,3,4,3,3,4,3,3,3
20280,female,77,1,0,10,3,99,4,99,0,4,4,3,3,4,4,4,4,5,3,5,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,3,5,4,4,4,3,3,4,4,3,3,3
20281,female,78,1,0,8,2,3,5,3,0,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3
20282,female,78,2,0,7,2,2,5,3,1,4,4,5,4,4,5,4,4,5,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4
20283,male,78,1,0,8,2,2,4,4,0,3,4,4,3,4,4,4,4,5,5,5,5,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,3,3,4,4,3,3,3,4
